epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,13321.8,1.14905,0.89895,1.15938,0.80781,0.79483,0.85204,0.4901,1.30508,0.7579,1.06407,0.00112135,0.00112135,0.00112135
41,13625.6,1.16564,0.9013,1.16877,0.83763,0.85001,0.85749,0.49785,1.29871,0.73839,1.05345,0.00109683,0.00109683,0.00109683
42,13982.2,1.14743,0.87667,1.16389,0.77574,0.86778,0.8662,0.50075,1.2818,0.75031,1.04217,0.00107205,0.00107205,0.00107205
43,14278.3,1.13818,0.86333,1.159,0.81421,0.82576,0.85201,0.51345,1.30248,0.74495,1.03953,0.00104705,0.00104705,0.00104705
44,14589.4,1.13217,0.86116,1.15231,0.80179,0.82242,0.85732,0.50413,1.30451,0.72703,1.06914,0.00102184,0.00102184,0.00102184
45,14884.6,1.14502,0.85696,1.15424,0.81587,0.76374,0.82564,0.48897,1.29169,0.73884,1.0373,0.000996456,0.000996456,0.000996456
46,15245.8,1.11752,0.84228,1.1374,0.88291,0.79612,0.88264,0.51529,1.29415,0.72592,1.05309,0.000970919,0.000970919,0.000970919
47,15645.7,1.11651,0.84224,1.14113,0.83428,0.81132,0.86365,0.50614,1.30187,0.72592,1.06747,0.000945256,0.000945256,0.000945256
48,16085.2,1.12218,0.83237,1.14322,0.86904,0.80452,0.87719,0.52245,1.27454,0.7111,1.04705,0.00091949,0.00091949,0.00091949
49,17063.8,1.08948,0.8196,1.13421,0.82963,0.82998,0.85716,0.49721,1.30163,0.70238,1.05238,0.000893648,0.000893648,0.000893648
