epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,10591.8,1.20783,0.94889,1.17121,0.85263,0.82837,0.85894,0.49341,1.3855,0.77273,1.03655,0.00130565,0.00130565,0.00130565
33,10853.5,1.19825,0.93583,1.17568,0.82733,0.82055,0.86214,0.50209,1.35508,0.77046,1.02582,0.00128398,0.00128398,0.00128398
34,11116,1.19017,0.92213,1.16466,0.86753,0.79387,0.85694,0.4841,1.38247,0.77024,1.04544,0.00126188,0.00126188,0.00126188
35,11381.4,1.19874,0.92421,1.16745,0.84306,0.83428,0.86238,0.49468,1.36131,0.76083,1.03916,0.00123936,0.00123936,0.00123936
36,11649.7,1.18022,0.90901,1.15401,0.83974,0.8043,0.82347,0.46904,1.34175,0.75012,1.02328,0.00121645,0.00121645,0.00121645
37,11918.4,1.18378,0.90334,1.16222,0.80955,0.72066,0.7572,0.44534,1.39887,0.80716,1.03661,0.00119317,0.00119317,0.00119317
38,12187.3,1.15722,0.89295,1.155,0.84272,0.82885,0.86658,0.50094,1.37216,0.74551,1.02941,0.00116955,0.00116955,0.00116955
39,12449.2,1.1507,0.881,1.15418,0.85173,0.79491,0.84361,0.48555,1.36726,0.71444,1.02899,0.0011456,0.0011456,0.0011456
40,12723.7,1.17248,0.8832,1.14756,0.84941,0.82479,0.85412,0.48611,1.3249,0.76039,1.01683,0.00112135,0.00112135,0.00112135
41,12995.9,1.17056,0.87446,1.15229,0.82509,0.79545,0.84332,0.47901,1.35581,0.7401,0.99832,0.00109683,0.00109683,0.00109683
42,13262.3,1.14633,0.84543,1.13926,0.7968,0.83609,0.85707,0.50731,1.31238,0.71613,1.01595,0.00107205,0.00107205,0.00107205
43,13529.8,1.14726,0.84585,1.14181,0.83539,0.80382,0.8652,0.49928,1.36981,0.74462,1.02646,0.00104705,0.00104705,0.00104705
44,13797,1.12915,0.84038,1.13512,0.831,0.84981,0.86089,0.52374,1.30491,0.7201,1.00082,0.00102184,0.00102184,0.00102184
45,14065.7,1.11972,0.82967,1.13688,0.82157,0.84783,0.87955,0.52519,1.29693,0.72847,1.02428,0.000996456,0.000996456,0.000996456
46,14357.4,1.12008,0.83432,1.13366,0.82752,0.81586,0.86119,0.52116,1.31476,0.73754,1.01315,0.000970919,0.000970919,0.000970919
47,14626.1,1.10426,0.80781,1.11765,0.84408,0.85324,0.87251,0.51737,1.32106,0.69654,1.00639,0.000945256,0.000945256,0.000945256
48,14892.8,1.12074,0.80907,1.12856,0.84574,0.80548,0.8442,0.49841,1.32598,0.7116,1.00171,0.00091949,0.00091949,0.00091949
49,15159.7,1.0812,0.79171,1.10661,0.85368,0.75693,0.86157,0.50513,1.33814,0.71088,1.05499,0.000893648,0.000893648,0.000893648
50,15427.2,1.07213,0.78685,1.11036,0.87578,0.82037,0.89137,0.52862,1.31056,0.66813,1.02909,0.000867754,0.000867754,0.000867754
51,15694.7,1.10528,0.80243,1.12074,0.83972,0.89271,0.89086,0.52562,1.29987,0.66799,1.00183,0.000841835,0.000841835,0.000841835
52,15979.3,1.07755,0.78369,1.11088,0.84273,0.85938,0.88689,0.53439,1.28465,0.66386,1.01112,0.000815916,0.000815916,0.000815916
53,16247,1.08672,0.77998,1.1138,0.82282,0.88641,0.88628,0.52432,1.30556,0.67857,1.01515,0.000790022,0.000790022,0.000790022
54,16526.9,1.0751,0.76596,1.09704,0.84185,0.87419,0.89609,0.5324,1.32584,0.6711,1.02044,0.00076418,0.00076418,0.00076418
55,16792.6,1.07592,0.76643,1.10858,0.81748,0.89269,0.88104,0.5368,1.28169,0.66895,0.9995,0.000738414,0.000738414,0.000738414
56,17073.9,1.05006,0.74414,1.09256,0.90181,0.8346,0.90154,0.54172,1.28713,0.65674,0.99941,0.000712751,0.000712751,0.000712751
57,17337.4,1.06333,0.75149,1.10402,0.87443,0.81825,0.87993,0.53757,1.29678,0.67009,0.99374,0.000687214,0.000687214,0.000687214
58,17605.3,1.03757,0.72677,1.08837,0.83778,0.84236,0.8738,0.53604,1.27888,0.66482,0.99647,0.000661831,0.000661831,0.000661831
59,17871.5,1.05758,0.74588,1.09868,0.79712,0.87573,0.87541,0.5283,1.29062,0.66155,1.00187,0.000636625,0.000636625,0.000636625
60,18138.2,1.02067,0.7095,1.07529,0.83395,0.8764,0.89141,0.53983,1.27783,0.66366,0.99702,0.000611621,0.000611621,0.000611621
61,18406.5,1.02157,0.72038,1.08845,0.86238,0.81028,0.87407,0.53349,1.26737,0.6786,0.99612,0.000586845,0.000586845,0.000586845
62,18696.7,1.02196,0.71706,1.08406,0.83714,0.86991,0.88207,0.52927,1.28533,0.67942,0.99712,0.00056232,0.00056232,0.00056232
63,18964.7,0.99441,0.69795,1.07028,0.83958,0.87262,0.89232,0.54383,1.25602,0.6726,0.99343,0.000538072,0.000538072,0.000538072
64,19238.4,1.00739,0.70397,1.08169,0.86204,0.89063,0.90281,0.54539,1.28931,0.66099,1.0112,0.000514122,0.000514122,0.000514122
65,19523.1,1.00284,0.6864,1.07708,0.85867,0.85764,0.88669,0.53279,1.28053,0.6713,0.99214,0.000490497,0.000490497,0.000490497
66,19790.1,1.01473,0.70507,1.07428,0.84859,0.87029,0.87174,0.52403,1.26623,0.65154,0.99357,0.000467218,0.000467218,0.000467218
67,20058.6,0.99993,0.68465,1.06509,0.85463,0.79326,0.87697,0.53646,1.26721,0.66777,0.99807,0.000444309,0.000444309,0.000444309
68,20326.5,1.00929,0.68691,1.06937,0.87838,0.88314,0.8816,0.53476,1.27287,0.65579,0.99933,0.000421792,0.000421792,0.000421792
69,20599.8,0.97412,0.67284,1.06085,0.85691,0.86544,0.88127,0.53447,1.25745,0.65157,0.99326,0.000399689,0.000399689,0.000399689
70,20964.2,0.96848,0.66311,1.05651,0.876,0.87564,0.88365,0.53972,1.24416,0.62637,0.99252,0.000378023,0.000378023,0.000378023
71,21379.9,0.96698,0.66003,1.05638,0.88024,0.89137,0.88375,0.54077,1.25011,0.64164,1.00815,0.000356815,0.000356815,0.000356815
72,21773.5,0.96796,0.65626,1.05832,0.87353,0.86996,0.87622,0.53638,1.25171,0.6441,1.00727,0.000336086,0.000336086,0.000336086
73,22171.5,0.96218,0.64797,1.05462,0.88685,0.90761,0.90385,0.54703,1.27291,0.62874,1.00935,0.000315855,0.000315855,0.000315855
74,22574.6,0.95927,0.64794,1.05059,0.88743,0.90503,0.89929,0.54761,1.26655,0.62307,1.00192,0.000296144,0.000296144,0.000296144
75,22965.2,0.96041,0.64008,1.04656,0.89255,0.8739,0.89954,0.54503,1.27097,0.61896,1.00803,0.000276971,0.000276971,0.000276971
76,23362.1,0.93969,0.63556,1.04352,0.87005,0.8947,0.90221,0.54843,1.2721,0.62277,1.00527,0.000258355,0.000258355,0.000258355
77,23760,0.95794,0.64222,1.05258,0.89661,0.83698,0.88195,0.53995,1.27024,0.63481,1.01549,0.000240316,0.000240316,0.000240316
78,24162.6,0.94618,0.63329,1.04122,0.81683,0.91542,0.89375,0.54057,1.26527,0.63141,1.0154,0.00022287,0.00022287,0.00022287
79,24558,0.92758,0.62425,1.04449,0.86601,0.88072,0.88779,0.5353,1.27533,0.63954,1.01963,0.000206034,0.000206034,0.000206034
80,25012.7,0.93225,0.6284,1.03875,0.82346,0.92903,0.8935,0.54937,1.27206,0.64318,1.0217,0.000189827,0.000189827,0.000189827
81,25431.9,0.92519,0.62068,1.0332,0.86036,0.89876,0.88976,0.54742,1.27355,0.63982,1.00979,0.000174262,0.000174262,0.000174262
82,25823.2,0.92914,0.61799,1.03584,0.85,0.89766,0.89156,0.55178,1.2659,0.63161,1.0099,0.000159357,0.000159357,0.000159357
83,26213.3,0.9193,0.60655,1.03147,0.85763,0.88396,0.89019,0.54524,1.27131,0.62681,1.00962,0.000145125,0.000145125,0.000145125
84,26621.3,0.91918,0.60791,1.03626,0.86254,0.90293,0.89477,0.55459,1.25465,0.62276,1.00642,0.000131581,0.000131581,0.000131581
85,27037.3,0.91482,0.62182,1.03398,0.86499,0.87655,0.89067,0.54979,1.25815,0.62548,1.00606,0.000118737,0.000118737,0.000118737
86,27431.1,0.90743,0.60585,1.02565,0.8635,0.89056,0.89445,0.55444,1.2671,0.62955,1.009,0.000106608,0.000106608,0.000106608
87,27837.8,0.90156,0.60325,1.02223,0.87824,0.88882,0.89538,0.55412,1.26285,0.62867,1.00886,9.52034e-05,9.52034e-05,9.52034e-05
88,28240.5,0.90714,0.60935,1.03053,0.8915,0.88025,0.89561,0.5543,1.25356,0.62184,1.00243,8.4536e-05,8.4536e-05,8.4536e-05
89,28720.3,0.91503,0.60218,1.02525,0.8625,0.91375,0.89926,0.55666,1.25256,0.61957,1.00196,7.4616e-05,7.4616e-05,7.4616e-05
90,29277.8,0.91317,0.60297,1.03361,0.87334,0.89709,0.90052,0.55822,1.24908,0.61781,1.00048,6.54531e-05,6.54531e-05,6.54531e-05
91,29722.8,0.90105,0.52668,1.00545,0.873,0.90084,0.896,0.55933,1.25019,0.62694,1.00862,5.70564e-05,5.70564e-05,5.70564e-05
92,30192.2,0.89002,0.52038,1.00306,0.87588,0.91244,0.8957,0.55656,1.26219,0.63259,1.01088,4.94343e-05,4.94343e-05,4.94343e-05
93,30625.9,0.90036,0.51777,1.00176,0.85229,0.92937,0.89692,0.55721,1.25672,0.62713,1.00831,4.25941e-05,4.25941e-05,4.25941e-05
94,31043.1,0.88363,0.50722,0.9916,0.89682,0.8749,0.89641,0.55983,1.25244,0.62496,1.00834,3.65426e-05,3.65426e-05,3.65426e-05
95,31484.6,0.88316,0.51167,0.9941,0.90448,0.86063,0.89828,0.55685,1.24368,0.62194,1.00309,3.12859e-05,3.12859e-05,3.12859e-05
96,31924.4,0.87474,0.50385,0.98944,0.88574,0.87979,0.89546,0.55877,1.24187,0.62199,1.00348,2.68292e-05,2.68292e-05,2.68292e-05
97,32446,0.8769,0.50213,0.99445,0.88913,0.87844,0.8967,0.55972,1.24198,0.62253,1.0035,2.31767e-05,2.31767e-05,2.31767e-05
98,32851.2,0.87308,0.49921,0.98943,0.89394,0.87672,0.89764,0.55866,1.24203,0.62129,1.00443,2.03321e-05,2.03321e-05,2.03321e-05
99,33267.6,0.8714,0.49789,0.99611,0.8988,0.86912,0.89778,0.56031,1.24257,0.61721,1.00376,1.82983e-05,1.82983e-05,1.82983e-05
100,33694.9,0.86574,0.4941,0.98586,0.89958,0.87583,0.89747,0.55975,1.24623,0.61668,1.00388,1.70772e-05,1.70772e-05,1.70772e-05
