epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,18126.7,1.14743,0.87667,1.16389,0.77574,0.86778,0.8662,0.50075,1.2818,0.75031,1.04217,0.00107205,0.00107205,0.00107205
43,18605.3,1.13818,0.86333,1.159,0.81421,0.82576,0.85201,0.51345,1.30248,0.74495,1.03953,0.00104705,0.00104705,0.00104705
44,19141.7,1.13217,0.86116,1.15231,0.80179,0.82242,0.85732,0.50413,1.30451,0.72703,1.06914,0.00102184,0.00102184,0.00102184
45,19583.9,1.14502,0.85696,1.15424,0.81587,0.76374,0.82564,0.48897,1.29169,0.73884,1.0373,0.000996456,0.000996456,0.000996456
46,20123.9,1.11752,0.84228,1.1374,0.88291,0.79612,0.88264,0.51529,1.29415,0.72592,1.05309,0.000970919,0.000970919,0.000970919
47,20577,1.11651,0.84224,1.14113,0.83428,0.81132,0.86365,0.50614,1.30187,0.72592,1.06747,0.000945256,0.000945256,0.000945256
48,21098.1,1.12218,0.83237,1.14322,0.86904,0.80452,0.87719,0.52245,1.27454,0.7111,1.04705,0.00091949,0.00091949,0.00091949
49,21521.5,1.08948,0.8196,1.13421,0.81524,0.85657,0.87718,0.5118,1.30163,0.70238,1.05238,0.000893648,0.000893648,0.000893648
50,22011.7,1.10673,0.83189,1.13142,0.83312,0.85524,0.86746,0.51281,1.27905,0.70344,1.04883,0.000867754,0.000867754,0.000867754
51,22430.8,1.12164,0.81832,1.13391,0.81277,0.83701,0.86402,0.50142,1.2989,0.72035,1.07855,0.000841835,0.000841835,0.000841835
52,22968.1,1.10466,0.81241,1.12275,0.87304,0.85072,0.884,0.525,1.29534,0.69526,1.06684,0.000815916,0.000815916,0.000815916
53,23449.4,1.09697,0.79213,1.12481,0.83739,0.8028,0.86997,0.52679,1.27621,0.72293,1.05624,0.000790022,0.000790022,0.000790022
54,23996.2,1.07973,0.78976,1.12142,0.85594,0.83519,0.87439,0.51612,1.26577,0.68467,1.0394,0.00076418,0.00076418,0.00076418
55,24503.7,1.07231,0.78153,1.12025,0.81022,0.87629,0.86848,0.52333,1.25551,0.67242,1.04861,0.000738414,0.000738414,0.000738414
56,25074.5,1.08124,0.78046,1.11715,0.79988,0.85756,0.87943,0.52358,1.28656,0.68112,1.03273,0.000712751,0.000712751,0.000712751
57,25544.6,1.06081,0.76585,1.10364,0.86845,0.81915,0.86915,0.51305,1.28466,0.68715,1.04273,0.000687214,0.000687214,0.000687214
58,26119.2,1.05428,0.7664,1.11146,0.83989,0.86949,0.87119,0.51912,1.28095,0.68795,1.04919,0.000661831,0.000661831,0.000661831
59,26569,1.03962,0.75769,1.09777,0.85966,0.83365,0.88778,0.53457,1.2788,0.68385,1.04587,0.000636625,0.000636625,0.000636625
60,27217.4,1.03816,0.74087,1.09739,0.81602,0.85083,0.87299,0.52534,1.26595,0.69676,1.0477,0.000611621,0.000611621,0.000611621
61,27688.4,1.04255,0.74012,1.10974,0.82085,0.83111,0.88385,0.53256,1.27911,0.6922,1.06662,0.000586845,0.000586845,0.000586845
62,28238,1.00596,0.71829,1.08348,0.83929,0.81653,0.87407,0.5354,1.26601,0.67161,1.04512,0.00056232,0.00056232,0.00056232
63,28727.3,1.02942,0.73164,1.08343,0.85707,0.85453,0.89919,0.53669,1.28279,0.68046,1.04032,0.000538072,0.000538072,0.000538072
64,29403,1.01224,0.71662,1.088,0.85206,0.8538,0.89466,0.54439,1.27819,0.67196,1.05996,0.000514122,0.000514122,0.000514122
65,29915.4,1.00364,0.71666,1.08227,0.82657,0.88336,0.89506,0.53954,1.2643,0.67082,1.04726,0.000490497,0.000490497,0.000490497
66,30526.1,0.9964,0.69797,1.08077,0.88708,0.83473,0.8911,0.53982,1.2677,0.66352,1.05873,0.000467218,0.000467218,0.000467218
67,31049.7,0.991,0.69647,1.07257,0.79382,0.89039,0.88494,0.53523,1.25365,0.66557,1.06078,0.000444309,0.000444309,0.000444309
68,31619.2,0.98654,0.69757,1.07,0.86318,0.80558,0.88523,0.53701,1.26478,0.68147,1.04521,0.000421792,0.000421792,0.000421792
69,32108.4,0.97771,0.6866,1.07317,0.86556,0.83323,0.90261,0.54872,1.25843,0.65551,1.03743,0.000399689,0.000399689,0.000399689
70,32642.9,0.98604,0.6921,1.07321,0.84559,0.89932,0.90889,0.55158,1.24786,0.64201,1.05093,0.000378023,0.000378023,0.000378023
71,33072.6,0.97893,0.6877,1.06523,0.8669,0.84233,0.89784,0.54547,1.25066,0.64741,1.04162,0.000356815,0.000356815,0.000356815
72,33476.5,0.96569,0.68478,1.06599,0.84099,0.8579,0.89465,0.54658,1.24728,0.633,1.03533,0.000336086,0.000336086,0.000336086
73,33957.1,0.97103,0.67613,1.06456,0.85103,0.82612,0.88931,0.54316,1.26008,0.66686,1.0449,0.000315855,0.000315855,0.000315855
74,34372.2,0.95496,0.67103,1.05646,0.8857,0.83839,0.89077,0.55175,1.23724,0.63842,1.03992,0.000296144,0.000296144,0.000296144
75,34666.8,0.9469,0.65622,1.04975,0.8739,0.82941,0.89237,0.55066,1.22807,0.63403,1.03458,0.000276971,0.000276971,0.000276971
76,35014.1,0.94965,0.64772,1.05645,0.85625,0.85165,0.89448,0.54645,1.23542,0.63622,1.03805,0.000258355,0.000258355,0.000258355
77,35309.4,0.95035,0.6581,1.05986,0.89066,0.83834,0.89517,0.5385,1.2345,0.64208,1.03554,0.000240316,0.000240316,0.000240316
78,35644,0.95586,0.65054,1.04918,0.86501,0.85516,0.8954,0.55069,1.23512,0.64884,1.03676,0.00022287,0.00022287,0.00022287
79,35933.8,0.94408,0.64767,1.04862,0.87296,0.86949,0.89955,0.55289,1.23645,0.63694,1.03891,0.000206034,0.000206034,0.000206034
80,36289,0.93304,0.6413,1.05458,0.81734,0.89643,0.89483,0.54956,1.236,0.63757,1.04668,0.000189827,0.000189827,0.000189827
81,36580.5,0.92565,0.64225,1.04617,0.84933,0.85592,0.89537,0.54592,1.24705,0.6346,1.04612,0.000174262,0.000174262,0.000174262
82,36914.2,0.9342,0.63684,1.04504,0.85983,0.85368,0.89,0.54224,1.25922,0.6433,1.05046,0.000159357,0.000159357,0.000159357
83,37204.1,0.9244,0.63853,1.04274,0.8736,0.86165,0.89009,0.54562,1.25679,0.64497,1.05441,0.000145125,0.000145125,0.000145125
84,37498.5,0.91185,0.6162,1.04213,0.87799,0.83256,0.89073,0.54636,1.25172,0.64448,1.06217,0.000131581,0.000131581,0.000131581
85,37789.1,0.9237,0.63073,1.04179,0.86208,0.8503,0.89146,0.53997,1.25376,0.64462,1.05539,0.000118737,0.000118737,0.000118737
86,38121.5,0.91443,0.62421,1.03228,0.86903,0.85695,0.89457,0.54373,1.25012,0.64482,1.05572,0.000106608,0.000106608,0.000106608
87,38411.4,0.91906,0.62945,1.04743,0.87826,0.8391,0.89538,0.54527,1.2463,0.64007,1.05565,9.52034e-05,9.52034e-05,9.52034e-05
88,38742.2,0.91311,0.61297,1.03628,0.86698,0.85012,0.89164,0.54228,1.24435,0.64059,1.04667,8.4536e-05,8.4536e-05,8.4536e-05
89,39025.1,0.91077,0.6111,1.03347,0.85751,0.85961,0.89192,0.54131,1.25111,0.64385,1.05012,7.4616e-05,7.4616e-05,7.4616e-05
90,39357.9,0.90248,0.61267,1.03258,0.86215,0.85967,0.89186,0.53883,1.25326,0.64386,1.05412,6.54531e-05,6.54531e-05,6.54531e-05
91,39629.7,0.90315,0.53409,1.01698,0.84114,0.877,0.89823,0.54188,1.26628,0.64508,1.05678,5.70564e-05,5.70564e-05,5.70564e-05
92,39945.3,0.88587,0.52118,1.00638,0.84941,0.88162,0.90072,0.54355,1.26499,0.64369,1.0569,4.94343e-05,4.94343e-05,4.94343e-05
93,40218.2,0.88632,0.51647,1.01107,0.86649,0.88868,0.90749,0.54573,1.26387,0.64389,1.05608,4.25941e-05,4.25941e-05,4.25941e-05
94,40533.4,0.86731,0.51042,1.00095,0.8708,0.88058,0.90769,0.54599,1.25791,0.64234,1.05599,3.65426e-05,3.65426e-05,3.65426e-05
95,40805.3,0.87427,0.51099,1.00782,0.85506,0.87842,0.90155,0.54475,1.25603,0.63616,1.05494,3.12859e-05,3.12859e-05,3.12859e-05
96,41120.5,0.87609,0.51068,1.00179,0.86805,0.89761,0.91024,0.54686,1.25712,0.63303,1.05503,2.68292e-05,2.68292e-05,2.68292e-05
97,41391.4,0.87189,0.50171,1.00968,0.8647,0.89628,0.90926,0.54787,1.25758,0.63499,1.05547,2.31767e-05,2.31767e-05,2.31767e-05
98,41706.5,0.87675,0.50505,1.00095,0.8654,0.88575,0.90108,0.54798,1.25698,0.63406,1.05561,2.03321e-05,2.03321e-05,2.03321e-05
99,41977.3,0.85824,0.50354,0.99632,0.85956,0.88469,0.90054,0.54573,1.25415,0.6332,1.05505,1.82983e-05,1.82983e-05,1.82983e-05
