epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,3460.61,1.35107,0.73634,0.83186,0.78051,0.80772,0.78488,0.39444,1.59167,0.92344,0.83613,0.00130393,0.00130393,0.00130393
24,3654.12,1.26787,0.69892,0.83889,0.82012,0.84051,0.84615,0.41856,1.59048,0.84787,0.84778,0.00128742,0.00128742,0.00128742
25,3860.26,1.26163,0.70231,0.83602,0.8091,0.86639,0.84389,0.44042,1.55113,0.82858,0.8387,0.00127092,0.00127092,0.00127092
26,4124.55,1.43032,0.73642,0.85089,0.88976,0.96379,0.97007,0.46819,1.52253,0.78117,0.84526,0.00125442,0.00125442,0.00125442
27,4401.9,1.2812,0.69327,0.85548,0.61492,0.72372,0.64553,0.36078,1.52144,0.83053,0.83479,0.00123791,0.00123791,0.00123791
28,4947.36,1.27811,0.66651,0.84096,0.93902,0.95299,0.98627,0.40103,1.50683,0.82923,0.83527,0.00122141,0.00122141,0.00122141
29,5152.83,1.32349,0.68637,0.82933,0.72175,0.87009,0.78821,0.39995,1.54882,0.80535,0.84435,0.00120491,0.00120491,0.00120491
30,5365.09,1.26069,0.65995,0.83835,0.93378,0.83329,0.9414,0.3899,1.59505,0.84506,0.85702,0.0011884,0.0011884,0.0011884
31,5570.11,1.36715,0.69468,0.8291,0.90576,0.92068,0.95671,0.42894,1.6541,0.94626,0.87496,0.0011719,0.0011719,0.0011719
32,5799.84,1.31679,0.67863,0.83037,0.89518,0.93545,0.9701,0.48632,1.57791,0.84938,0.84446,0.0011554,0.0011554,0.0011554
33,6023.16,1.23926,0.63765,0.82794,0.90866,0.96325,0.97884,0.47126,1.48429,0.82766,0.8353,0.00113889,0.00113889,0.00113889
34,6337.08,1.22542,0.62545,0.82065,0.93844,0.9415,0.97569,0.50016,1.48027,0.77016,0.84905,0.00112239,0.00112239,0.00112239
35,6602.84,1.27648,0.63593,0.82836,0.94795,0.90203,0.98069,0.48653,1.50021,0.72909,0.84414,0.00110589,0.00110589,0.00110589
36,6866.1,1.20489,0.61115,0.82429,0.85072,0.85048,0.84364,0.4394,1.47379,0.70672,0.84961,0.00108938,0.00108938,0.00108938
37,7081.1,1.25231,0.61725,0.82652,0.95257,0.9498,0.97996,0.44566,1.43979,0.7399,0.83111,0.00107288,0.00107288,0.00107288
38,7298.22,1.24181,0.61795,0.81199,0.80313,0.84399,0.79496,0.39932,1.58326,0.90796,0.86193,0.00105638,0.00105638,0.00105638
39,7513.93,1.24129,0.60751,0.81835,0.75648,0.84017,0.85722,0.44021,1.49651,0.77416,0.83568,0.00103987,0.00103987,0.00103987
40,7723.83,1.21424,0.60124,0.83375,0.84455,0.83665,0.85667,0.45497,1.40717,0.76573,0.82354,0.00102337,0.00102337,0.00102337
