epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,1956.58,0.79712,0.49831,0.94797,0.86105,0.85089,0.93145,0.60786,1.01997,0.53113,0.74547,0.00112135,0.00112135,0.00112135
41,2283.17,0.80561,0.49854,0.94894,0.75286,0.89488,0.90314,0.55993,1.05729,0.52823,0.75505,0.00109683,0.00109683,0.00109683
42,2524.25,0.79896,0.48568,0.94488,0.92571,0.81762,0.88353,0.57716,1.05209,0.56773,0.76101,0.00107205,0.00107205,0.00107205
43,2787.84,0.79218,0.48564,0.93939,0.93705,0.87068,0.91982,0.57745,1.04842,0.50526,0.74395,0.00104705,0.00104705,0.00104705
44,5822.51,0.77058,0.46207,0.93618,0.73885,0.96732,0.92969,0.57293,1.05157,0.53501,0.75317,0.00102184,0.00102184,0.00102184
45,6040.41,0.81694,0.49541,0.93535,0.90528,0.9047,0.91725,0.55013,1.06827,0.48406,0.74953,0.000996456,0.000996456,0.000996456
46,6255.77,0.76507,0.46437,0.92802,0.77663,0.90497,0.89531,0.58618,0.99476,0.47638,0.75201,0.000970919,0.000970919,0.000970919
47,6470.67,0.79044,0.47526,0.94009,0.8932,0.83979,0.88557,0.55872,1.00689,0.50443,0.74031,0.000945256,0.000945256,0.000945256
48,6687.24,0.76692,0.45531,0.93184,0.89252,0.90143,0.88624,0.51467,1.04442,0.53453,0.74639,0.00091949,0.00091949,0.00091949
49,6896.95,0.77301,0.47299,0.93939,0.964,0.82517,0.90691,0.54597,1.02559,0.47413,0.73944,0.000893648,0.000893648,0.000893648
50,7107.18,0.74736,0.44847,0.92797,0.79191,0.89544,0.84125,0.52632,1.02106,0.4818,0.79912,0.000867754,0.000867754,0.000867754
51,7316.32,0.75222,0.44867,0.93108,0.88519,0.88194,0.91898,0.55496,1.076,0.4926,0.75142,0.000841835,0.000841835,0.000841835
52,7527.73,0.73929,0.44226,0.93387,0.80916,0.88577,0.90776,0.59332,0.98572,0.44425,0.72294,0.000815916,0.000815916,0.000815916
53,7735.92,0.7224,0.42041,0.91968,0.81486,0.87843,0.90037,0.54869,1.00852,0.47288,0.72193,0.000790022,0.000790022,0.000790022
54,7945.93,0.72016,0.42886,0.91994,0.86242,0.89479,0.88754,0.5161,0.96785,0.4872,0.71529,0.00076418,0.00076418,0.00076418
55,8156.58,0.71194,0.41733,0.91752,0.86667,0.81897,0.86636,0.5266,1.00865,0.48083,0.73449,0.000738414,0.000738414,0.000738414
56,8366.83,0.71633,0.42548,0.90817,0.82807,0.89918,0.88698,0.5659,1.00938,0.45744,0.72228,0.000712751,0.000712751,0.000712751
57,8575.04,0.72805,0.43594,0.91759,0.81856,0.90603,0.92054,0.59426,0.9701,0.46672,0.72823,0.000687214,0.000687214,0.000687214
58,8787.34,0.70754,0.41861,0.91831,0.84565,0.89805,0.92977,0.5586,0.99876,0.45327,0.72125,0.000661831,0.000661831,0.000661831
59,8994.16,0.70205,0.40715,0.91415,0.91537,0.89469,0.92478,0.59297,0.9902,0.44358,0.73977,0.000636625,0.000636625,0.000636625
60,9205.05,0.70696,0.41159,0.91416,0.86162,0.89505,0.92777,0.56631,1.01156,0.47576,0.73204,0.000611621,0.000611621,0.000611621
