epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,8159.48,1.67606,0.73934,0.85363,0.91879,0.64977,0.70372,0.37036,3.13715,3.41694,2.69696,0.00126188,0.00126188,0.00126188
35,8400.15,1.68056,0.72209,0.85946,0.92359,0.64865,0.71747,0.38589,3.21161,3.40591,2.71426,0.00123936,0.00123936,0.00123936
36,8632.1,1.66524,0.72149,0.86072,0.915,0.63851,0.69535,0.35696,3.17785,3.39559,2.61962,0.00121645,0.00121645,0.00121645
37,8872.37,1.64235,0.72037,0.85592,0.90619,0.65541,0.69959,0.3597,3.04587,3.49244,2.49018,0.00119317,0.00119317,0.00119317
38,9115.78,1.60173,0.69646,0.86546,0.94438,0.64865,0.71158,0.37394,3.2684,3.42163,2.74633,0.00116955,0.00116955,0.00116955
39,9339.59,1.63908,0.70974,0.85097,0.94449,0.68975,0.72918,0.39323,3.04208,3.45665,2.50484,0.0011456,0.0011456,0.0011456
40,9526.73,1.64605,0.70847,0.85962,0.92318,0.65203,0.71021,0.3801,3.03384,3.48838,2.43109,0.00112135,0.00112135,0.00112135
41,9732.15,1.59132,0.68868,0.86199,0.62346,0.66892,0.44801,0.20434,3.04572,17.8263,4.58917,0.00109683,0.00109683,0.00109683
42,9989.13,1.61859,0.71918,0.84532,0.88813,0.64865,0.67757,0.33928,3.13954,4.81956,2.71085,0.00107205,0.00107205,0.00107205
43,10243,1.54918,0.66947,0.85694,0.92593,0.64527,0.74569,0.41117,3.28376,3.48488,2.71709,0.00104705,0.00104705,0.00104705
44,10468.5,1.61583,0.69027,0.86313,0.88871,0.67905,0.71073,0.38521,3.02462,3.62996,4.41228,0.00102184,0.00102184,0.00102184
45,10629.4,1.56688,0.64786,0.83714,0.91561,0.6723,0.74075,0.3929,3.03759,3.46566,2.46935,0.000996456,0.000996456,0.000996456
46,355.105,2.1739,2.06518,1.98488,0.87253,0.65878,0.79231,0.39528,2.04985,1.3745,1.63862,0.000970919,0.000970919,0.000970919
47,679.791,1.76497,1.35834,1.73943,0.888,0.875,0.93278,0.47506,1.85289,0.90817,1.41952,0.000945256,0.000945256,0.000945256
48,931.421,1.58818,1.16464,1.64925,0.91585,0.82095,0.88519,0.46658,1.70656,1.07467,1.34546,0.00091949,0.00091949,0.00091949
49,1169.65,1.49381,1.01928,1.55947,0.88197,0.9223,0.92722,0.49109,1.65579,0.90123,1.25608,0.000893648,0.000893648,0.000893648
50,1392.82,1.3632,0.90889,1.46596,0.89908,0.88176,0.91406,0.47399,1.65734,0.93573,1.25921,0.000867754,0.000867754,0.000867754
51,1625.15,1.32265,0.85885,1.43776,0.90307,0.90878,0.9424,0.52692,1.50763,0.82832,1.04166,0.000841835,0.000841835,0.000841835
52,1853.1,1.26096,0.80483,1.39086,0.94559,0.94257,0.96487,0.51618,1.59417,0.72751,1.13579,0.000815916,0.000815916,0.000815916
53,2071.6,1.26655,0.82177,1.38243,0.93738,0.91216,0.96325,0.54574,1.52702,0.70305,1.07295,0.000790022,0.000790022,0.000790022
54,2278.37,1.24107,0.76984,1.35878,0.92626,0.95608,0.96669,0.53449,1.49817,0.68892,1.02352,0.00076418,0.00076418,0.00076418
55,2498.85,1.15318,0.72666,1.31644,0.94507,0.90878,0.94605,0.54758,1.46833,0.80621,1.04275,0.000738414,0.000738414,0.000738414
56,2720.84,1.15084,0.6986,1.28714,0.92268,0.91554,0.9519,0.54059,1.52412,0.73677,1.04929,0.000712751,0.000712751,0.000712751
57,2937.83,1.17008,0.69807,1.28493,0.93319,0.94382,0.96149,0.56342,1.36163,0.72537,0.93775,0.000687214,0.000687214,0.000687214
58,3144.3,1.10621,0.65669,1.27433,0.95801,0.9249,0.97348,0.53499,1.56547,0.69286,1.06019,0.000661831,0.000661831,0.000661831
59,3347.52,1.12408,0.66032,1.27181,0.94532,0.93444,0.96879,0.57217,1.3992,0.66099,0.96289,0.000636625,0.000636625,0.000636625
60,3549.28,1.11427,0.64837,1.28779,0.94952,0.95313,0.97534,0.56878,1.36734,0.64834,0.94324,0.000611621,0.000611621,0.000611621
61,3742.86,1.09554,0.6525,1.23397,0.95589,0.9527,0.97,0.56168,1.46773,0.65333,0.97303,0.000586845,0.000586845,0.000586845
62,3945.47,1.07021,0.61945,1.20765,0.94533,0.94932,0.97058,0.58431,1.33357,0.6374,0.92719,0.00056232,0.00056232,0.00056232
63,4147.66,1.04506,0.61562,1.21079,0.94828,0.92908,0.97032,0.5805,1.33505,0.65982,0.95686,0.000538072,0.000538072,0.000538072
64,4346.5,0.98316,0.60508,1.17995,0.929,0.95946,0.97438,0.58557,1.28778,0.63152,0.91156,0.000514122,0.000514122,0.000514122
65,4538.99,0.99791,0.60078,1.19159,0.95671,0.89599,0.95718,0.5659,1.33662,0.70979,1.0447,0.000490497,0.000490497,0.000490497
66,4737.02,0.94911,0.57345,1.16805,0.95845,0.93525,0.96929,0.60729,1.23066,0.61168,0.89275,0.000467218,0.000467218,0.000467218
67,4932.61,0.94349,0.55372,1.12875,0.96369,0.91892,0.97053,0.60251,1.21514,0.68509,0.88874,0.000444309,0.000444309,0.000444309
68,5129.75,0.94557,0.55664,1.12586,0.95246,0.92905,0.97122,0.6017,1.26016,0.65487,0.93692,0.000421792,0.000421792,0.000421792
69,5318.55,0.95634,0.56588,1.15298,0.96171,0.93336,0.96704,0.60592,1.24247,0.60166,0.95341,0.000399689,0.000399689,0.000399689
70,5516.83,0.89769,0.54169,1.12179,0.93217,0.92853,0.95456,0.61789,1.20848,0.62664,0.91798,0.000378023,0.000378023,0.000378023
71,5714.93,0.88361,0.5441,1.13874,0.96102,0.91627,0.9643,0.60482,1.22941,0.70093,0.93416,0.000356815,0.000356815,0.000356815
72,5914.72,0.90172,0.53703,1.12067,0.96223,0.94684,0.9845,0.62591,1.185,0.62666,0.90723,0.000336086,0.000336086,0.000336086
73,6099.16,0.86551,0.52069,1.12557,0.97404,0.91892,0.96403,0.6125,1.18663,0.66062,0.91267,0.000315855,0.000315855,0.000315855
74,6299.67,0.84304,0.5028,1.08215,0.96819,0.92531,0.96116,0.6363,1.14873,0.63458,0.88252,0.000296144,0.000296144,0.000296144
75,6496.51,0.86474,0.50818,1.09969,0.9717,0.92793,0.96614,0.62897,1.14685,0.61355,0.90292,0.000276971,0.000276971,0.000276971
76,6694.49,0.85894,0.50927,1.09836,0.9457,0.9414,0.96393,0.62796,1.17026,0.60765,0.90064,0.000258355,0.000258355,0.000258355
77,6879.94,0.85659,0.49651,1.07928,0.9685,0.91892,0.96514,0.61026,1.28106,0.62398,1.01841,0.000240316,0.000240316,0.000240316
78,7079.9,0.85021,0.503,1.09712,0.96263,0.93243,0.96488,0.6249,1.17814,0.5781,0.92984,0.00022287,0.00022287,0.00022287
79,7276.74,0.84146,0.49075,1.08755,0.97688,0.93243,0.97338,0.63232,1.14838,0.59322,0.89952,0.000206034,0.000206034,0.000206034
80,7477.62,0.81784,0.47918,1.05928,0.95508,0.93378,0.96229,0.6244,1.1572,0.61544,0.89467,0.000189827,0.000189827,0.000189827
81,7665.15,0.84132,0.48416,1.07982,0.95828,0.90541,0.94862,0.62168,1.14998,0.68208,0.88723,0.000174262,0.000174262,0.000174262
82,7866.69,0.79994,0.47643,1.04335,0.97173,0.91554,0.95567,0.62661,1.13723,0.65548,0.8882,0.000159357,0.000159357,0.000159357
83,8067.4,0.81132,0.47364,1.05765,0.95495,0.93103,0.95002,0.62122,1.13785,0.65489,0.8962,0.000145125,0.000145125,0.000145125
84,8266.85,0.79172,0.47312,1.05536,0.96179,0.93546,0.96208,0.6322,1.12985,0.63839,0.87733,0.000131581,0.000131581,0.000131581
85,8450.8,0.77661,0.46707,1.05149,0.9729,0.92905,0.96881,0.6392,1.11,0.57414,0.88087,0.000118737,0.000118737,0.000118737
86,8652.25,0.79282,0.46671,1.0338,0.96502,0.93213,0.9698,0.64882,1.10618,0.56755,0.87846,0.000106608,0.000106608,0.000106608
87,8852.16,0.75013,0.4485,1.02841,0.96526,0.93877,0.97056,0.64369,1.11222,0.55722,0.913,9.52034e-05,9.52034e-05,9.52034e-05
88,9050.61,0.75193,0.43798,1.02716,0.9719,0.93465,0.97049,0.63746,1.1289,0.57936,0.92418,8.4536e-05,8.4536e-05,8.4536e-05
89,9233.99,0.77777,0.45437,1.0438,0.98032,0.9527,0.98646,0.6493,1.10588,0.54434,0.91947,7.4616e-05,7.4616e-05,7.4616e-05
90,9432.69,0.76354,0.45761,1.03375,0.97213,0.94289,0.97983,0.63773,1.12594,0.56393,0.92978,6.54531e-05,6.54531e-05,6.54531e-05
91,9616.98,0.87637,0.44362,0.91464,0.96752,0.92905,0.96428,0.63039,1.12974,0.65636,0.95907,5.70564e-05,5.70564e-05,5.70564e-05
92,9800.75,0.87216,0.43782,0.91724,0.96842,0.93238,0.96433,0.63311,1.12431,0.65014,0.94703,4.94343e-05,4.94343e-05,4.94343e-05
93,9978.03,0.83483,0.41929,0.91708,0.97216,0.94393,0.9731,0.6425,1.10419,0.61423,0.93071,4.25941e-05,4.25941e-05,4.25941e-05
94,10163.1,0.81246,0.4126,0.90878,0.96892,0.94779,0.97074,0.64157,1.11412,0.58956,0.93372,3.65426e-05,3.65426e-05,3.65426e-05
95,10350.7,0.82119,0.41929,0.91537,0.97215,0.94932,0.97449,0.64787,1.1093,0.57529,0.92696,3.12859e-05,3.12859e-05,3.12859e-05
96,10534.8,0.85335,0.42294,0.91661,0.97574,0.95119,0.97823,0.65335,1.08617,0.57026,0.92505,2.68292e-05,2.68292e-05,2.68292e-05
97,10709.8,0.82612,0.4089,0.91536,0.96886,0.94591,0.97371,0.64799,1.10155,0.5806,0.93599,2.31767e-05,2.31767e-05,2.31767e-05
98,10897.3,0.85469,0.4249,0.90252,0.96892,0.94798,0.97519,0.64544,1.10889,0.57483,0.91976,2.03321e-05,2.03321e-05,2.03321e-05
99,11082.2,0.84579,0.41502,0.906,0.96892,0.94799,0.97401,0.64981,1.08974,0.5697,0.92058,1.82983e-05,1.82983e-05,1.82983e-05
100,11266.8,0.82249,0.40953,0.91479,0.97237,0.95114,0.97734,0.64956,1.09338,0.5723,0.92187,1.70772e-05,1.70772e-05,1.70772e-05
